"","V1","V2"
"1",-91.5266764265241,72.4563565992031
"2",-90.5266764265241,72.4563565992031
"3",-89.5266764265241,72.4563565992031
"4",-88.5266764265241,72.4563565992031
"5",-87.5266764265241,72.4563565992031
"6",-86.5266764265241,72.4563565992031
"7",-85.5266764265241,72.4563565992031
"8",-84.5266764265241,72.4563565992031
"9",-83.5266764265241,72.4563565992031
"10",-82.5266764265241,72.4563565992031
"11",-81.5266764265241,72.4563565992031
"12",-80.5266764265241,72.4563565992031
"13",-79.5266764265241,72.4563565992031
"14",-78.5266764265241,72.4563565992031
"15",-77.5266764265241,72.4563565992031
"16",-76.5266764265241,72.4563565992031
"17",-75.5266764265241,72.4563565992031
"18",-74.5266764265241,72.4563565992031
"19",-73.5266764265241,72.4563565992031
"20",-72.5266764265241,72.4563565992031
"21",-71.5266764265241,72.4563565992031
"22",-70.5266764265241,72.4563565992031
"23",-69.5266764265241,72.4563565992031
"24",-68.5266764265241,72.4563565992031
"25",-67.5266764265241,72.4563565992031
"26",-66.5266764265241,72.4563565992031
"27",-65.5266764265241,72.4563565992031
"28",-64.5266764265241,72.4563565992031
"29",-63.5266764265241,72.4563565992031
"30",-62.5266764265241,72.4563565992031
"31",-61.5266764265241,72.4563565992031
"32",-60.5266764265241,72.4563565992031
"33",-59.5266764265241,72.4563565992031
"34",-58.5266764265241,72.4563565992031
"35",-57.5266764265241,72.4563565992031
"36",-56.5266764265241,72.4563565992031
"37",-55.5266764265241,72.4563565992031
"38",-54.5266764265241,72.4563565992031
"39",-53.5266764265241,72.4563565992031
"40",-52.5266764265241,72.4563565992031
"41",-51.5266764265241,72.4563565992031
"42",-50.5266764265241,72.4563565992031
"43",-49.5266764265241,72.4563565992031
"44",-48.5266764265241,72.4563565992031
"45",-47.5266764265241,72.4563565992031
"46",-46.5266764265241,72.4563565992031
"47",-45.5266764265241,72.4563565992031
"48",-44.5266764265241,72.4563565992031
"49",-43.5266764265241,72.4563565992031
"50",-42.5266764265241,72.4563565992031
"51",-41.5266764265241,72.4563565992031
"52",-40.5266764265241,72.4563565992031
"53",-39.5266764265241,72.4563565992031
"54",-38.5266764265241,72.4563565992031
"55",-37.5266764265241,72.4563565992031
"56",-36.5266764265241,72.4563565992031
"57",-35.5266764265241,72.4563565992031
"58",-34.5266764265241,72.4563565992031
"59",-33.5266764265241,72.4563565992031
"60",-32.5266764265241,72.4563565992031
"61",-31.5266764265241,72.4563565992031
"62",-30.5266764265241,72.4563565992031
"63",-29.5266764265241,72.4563565992031
"64",-28.5266764265241,72.4563565992031
"65",-27.5266764265241,72.4563565992031
"66",-26.5266764265241,72.4563565992031
"67",-25.5266764265241,72.4563565992031
"68",-24.5266764265241,72.4563565992031
"69",-23.5266764265241,72.4563565992031
"70",-22.5266764265241,72.4563565992031
"71",-21.5266764265241,72.4563565992031
"72",-20.5266764265241,72.4563565992031
"73",-19.5266764265241,72.4563565992031
"74",-18.5266764265241,72.4563565992031
"75",-116.526676426524,71.4563565992031
"76",-115.526676426524,71.4563565992031
"77",-113.526676426524,71.4563565992031
"78",-112.526676426524,71.4563565992031
"79",-111.526676426524,71.4563565992031
"80",-110.526676426524,71.4563565992031
"81",-109.526676426524,71.4563565992031
"82",-108.526676426524,71.4563565992031
"83",-107.526676426524,71.4563565992031
"84",-106.526676426524,71.4563565992031
"85",-105.526676426524,71.4563565992031
"86",-104.526676426524,71.4563565992031
"87",-97.5266764265241,71.4563565992031
"88",-96.5266764265241,71.4563565992031
"89",-95.5266764265241,71.4563565992031
"90",-94.5266764265241,71.4563565992031
"91",-92.5266764265241,71.4563565992031
"92",-91.5266764265241,71.4563565992031
"93",-90.5266764265241,71.4563565992031
"94",-88.5266764265241,71.4563565992031
"95",-87.5266764265241,71.4563565992031
"96",-86.5266764265241,71.4563565992031
"97",-84.5266764265241,71.4563565992031
"98",-83.5266764265241,71.4563565992031
"99",-81.5266764265241,71.4563565992031
"100",-80.5266764265241,71.4563565992031
"101",-79.5266764265241,71.4563565992031
"102",-78.5266764265241,71.4563565992031
"103",-77.5266764265241,71.4563565992031
"104",-76.5266764265241,71.4563565992031
"105",-75.5266764265241,71.4563565992031
"106",-67.5266764265241,71.4563565992031
"107",-66.5266764265241,71.4563565992031
"108",-65.5266764265241,71.4563565992031
"109",-64.5266764265241,71.4563565992031
"110",-63.5266764265241,71.4563565992031
"111",-62.5266764265241,71.4563565992031
"112",-61.5266764265241,71.4563565992031
"113",-60.5266764265241,71.4563565992031
"114",-59.5266764265241,71.4563565992031
"115",-58.5266764265241,71.4563565992031
"116",-57.5266764265241,71.4563565992031
"117",-56.5266764265241,71.4563565992031
"118",-55.5266764265241,71.4563565992031
"119",-54.5266764265241,71.4563565992031
"120",-53.5266764265241,71.4563565992031
"121",-52.5266764265241,71.4563565992031
